phrase,category,risk_score
verification fee mandatory for work-from-home opportunity,scam_keyword,25
verification fee mandatory for guaranteed placement,scam_keyword,25
verification fee mandatory for campus recruitment,scam_keyword,25
verification fee mandatory for international jobs,scam_keyword,25
verification fee needed for interview,scam_keyword,25
verification fee needed for internship,scam_keyword,25
verification fee needed for offer letter,scam_keyword,25
verification fee needed for job confirmation,scam_keyword,25
verification fee needed before onboarding,scam_keyword,25
verification fee needed for fresher recruitment,scam_keyword,25
verification fee needed for remote jobs,scam_keyword,25
verification fee needed through whatsapp,scam_keyword,25
verification fee needed through telegram,scam_keyword,25
verification fee needed via gmail,scam_keyword,25
verification fee needed to secure your position,scam_keyword,25
verification fee needed to reserve your interview slot,scam_keyword,25
verification fee needed for document verification,scam_keyword,25
verification fee needed for background verification,scam_keyword,25
verification fee needed for hr processing,scam_keyword,25
verification fee needed for immediate selection,scam_keyword,25
verification fee needed for work-from-home opportunity,scam_keyword,25
verification fee needed for guaranteed placement,scam_keyword,25
verification fee needed for campus recruitment,scam_keyword,25
verification fee needed for international jobs,scam_keyword,25
verification fee requested for interview,scam_keyword,25
verification fee requested for internship,scam_keyword,25
verification fee requested for offer letter,scam_keyword,25
verification fee requested for job confirmation,scam_keyword,25
verification fee requested before onboarding,scam_keyword,25
verification fee requested for fresher recruitment,scam_keyword,25
verification fee requested for remote jobs,scam_keyword,25
verification fee requested through whatsapp,scam_keyword,25
verification fee requested through telegram,scam_keyword,25
verification fee requested via gmail,scam_keyword,25
verification fee requested to secure your position,scam_keyword,25
verification fee requested to reserve your interview slot,scam_keyword,25
verification fee requested for document verification,scam_keyword,25
verification fee requested for background verification,scam_keyword,25
verification fee requested for hr processing,scam_keyword,25
verification fee requested for immediate selection,scam_keyword,25
verification fee requested for work-from-home opportunity,scam_keyword,25
verification fee requested for guaranteed placement,scam_keyword,25
verification fee requested for campus recruitment,scam_keyword,25
verification fee requested for international jobs,scam_keyword,25
verification fee submit for interview,scam_keyword,25
verification fee submit for internship,scam_keyword,25
verification fee submit for offer letter,scam_keyword,25
verification fee submit for job confirmation,scam_keyword,25
verification fee submit before onboarding,scam_keyword,25
verification fee submit for fresher recruitment,scam_keyword,25
verification fee submit for remote jobs,scam_keyword,25
verification fee submit through whatsapp,scam_keyword,25
verification fee submit through telegram,scam_keyword,25
verification fee submit via gmail,scam_keyword,25
verification fee submit to secure your position,scam_keyword,25
verification fee submit to reserve your interview slot,scam_keyword,25
verification fee submit for document verification,scam_keyword,25
verification fee submit for background verification,scam_keyword,25
verification fee submit for hr processing,scam_keyword,25
verification fee submit for immediate selection,scam_keyword,25
verification fee submit for work-from-home opportunity,scam_keyword,25
verification fee submit for guaranteed placement,scam_keyword,25
verification fee submit for campus recruitment,scam_keyword,25
verification fee submit for international jobs,scam_keyword,25
verification fee pay for interview,scam_keyword,25
verification fee pay for internship,scam_keyword,25
verification fee pay for offer letter,scam_keyword,25
verification fee pay for job confirmation,scam_keyword,25
verification fee pay before onboarding,scam_keyword,25
verification fee pay for fresher recruitment,scam_keyword,25
verification fee pay for remote jobs,scam_keyword,25
verification fee pay through whatsapp,scam_keyword,25
verification fee pay through telegram,scam_keyword,25
verification fee pay via gmail,scam_keyword,25
verification fee pay to secure your position,scam_keyword,25
verification fee pay to reserve your interview slot,scam_keyword,25
verification fee pay for document verification,scam_keyword,25
verification fee pay for background verification,scam_keyword,25
verification fee pay for hr processing,scam_keyword,25
verification fee pay for immediate selection,scam_keyword,25
verification fee pay for work-from-home opportunity,scam_keyword,25
verification fee pay for guaranteed placement,scam_keyword,25
verification fee pay for campus recruitment,scam_keyword,25
verification fee pay for international jobs,scam_keyword,25
verification fee transfer for interview,scam_keyword,25
verification fee transfer for internship,scam_keyword,25
verification fee transfer for offer letter,scam_keyword,25
verification fee transfer for job confirmation,scam_keyword,25
verification fee transfer before onboarding,scam_keyword,25
verification fee transfer for fresher recruitment,scam_keyword,25
verification fee transfer for remote jobs,scam_keyword,25
verification fee transfer through whatsapp,scam_keyword,25
verification fee transfer through telegram,scam_keyword,25
verification fee transfer via gmail,scam_keyword,25
verification fee transfer to secure your position,scam_keyword,25
